vendor_id,category,event_type,location,capacity,rating,experience_years,popularity_score,duration_hours,month,price
403,Florist,Musical,Gelioya,382,4.74,13,504,9,January,105300
404,Venue,Wedding,Tennekumbura,140,4.6,20,339,2,November,971300
405,Florist,Corporate,Harispattuwa,121,4.81,19,966,10,January,38600
406,Photography,Birthday,Gelioya,822,4.55,14,169,3,February,115600
407,Music,Cultural,Ampitiya,580,4.26,7,19,8,December,140300
408,Transport,Cultural,Katugastota,542,4.08,20,362,8,May,125800
409,Transport,Cultural,Anniewatta,992,4.83,11,337,10,October,127200
410,Security,Cultural,Harispattuwa,772,3.26,19,853,3,January,115900
411,Venue,Sports,Harispattuwa,260,4.18,11,15,8,November,609300
412,Makeup,Cultural,Gampola,993,3.32,7,317,2,June,131800
413,Sound,Sports,Akurana,621,4.54,9,931,4,July,116800
414,Music,Musical,Madawala,263,4.88,1,680,9,January,137900
415,Lighting,Wedding,Gelioya,970,4.35,9,23,7,January,116000
416,Florist,Wedding,Katugastota,904,3.18,13,378,11,August,126500
417,Music,Exhibition,Anniewatta,533,3.85,9,635,4,May,66400
418,Sound,Wedding,Madawala,853,4.91,8,320,8,September,270500
419,Music,Sports,Pilimathalawa,708,3.2,8,956,6,May,158500
420,Transport,Wedding,Madawala,209,3.24,4,972,11,November,41900
421,Sound,Wedding,Katugastota,532,4.05,17,301,9,December,135500
422,Decoration,Sports,Kadugannawa,657,3.61,20,863,4,October,189600
423,Transport,Corporate,Gampola,87,3.04,9,696,5,April,78300
424,Music,Sports,Ampitiya,866,4.52,17,298,6,May,130500
425,Sound,Cultural,Kurunegala Road,732,4.52,18,762,2,April,121200
426,Venue,Cultural,Gampola,46,4.65,13,534,12,March,412600
427,Sound,Birthday,Yatinuwara,206,4.95,14,431,3,April,123800
428,Photography,Sports,Kurunegala Road,499,3.54,4,825,2,July,185700
429,Sound,Musical,Kadugannawa,766,3.11,15,115,9,September,168800
430,Florist,Corporate,Tennekumbura,540,4.01,9,108,5,July,109300
431,Venue,Corporate,Yatinuwara,371,3.56,4,40,6,August,354800
432,Security,Sports,Kurunegala Road,126,3.06,15,626,9,October,92200
433,Photography,Exhibition,Madawala,760,3.41,5,448,9,November,236000
434,Decoration,Cultural,Wattegama,996,4.2,14,788,11,February,134500
435,Lighting,Musical,Ampitiya,363,3.2,6,881,5,July,53400
436,Photography,Exhibition,Anniewatta,445,4.11,20,293,4,September,164700
437,Music,Birthday,Gampola,24,3.41,9,494,12,January,109200
438,Makeup,Corporate,Tennekumbura,960,4.9,12,188,6,March,188700
439,Florist,Exhibition,Kandy,741,3.62,6,423,12,November,123400
440,Photography,Birthday,Kurunegala Road,43,4.22,14,814,5,October,113400
441,Florist,Sports,Tennekumbura,735,4.85,10,59,8,December,159200
442,Photography,Sports,Gampola,788,4.83,14,81,3,February,164700
443,Decoration,Birthday,Digana,721,3.91,5,828,9,December,155800
444,Lighting,Corporate,Katugastota,389,4.48,8,852,3,July,92000
445,Florist,Wedding,Gampola,319,3.78,15,679,3,March,63500
446,Florist,Exhibition,Gampola,850,3.11,3,472,11,December,119600
447,Makeup,Wedding,Peradeniya,492,3.02,5,924,3,April,98600
448,Sound,Cultural,Peradeniya,616,3.13,12,56,10,May,69000
449,Decoration,Exhibition,Kandy,713,3.79,9,853,8,November,204000
450,Decoration,Exhibition,Gelioya,63,4.97,10,495,3,May,95900
451,Decoration,Musical,Madawala,458,3.31,4,616,5,June,71900
452,Venue,Wedding,Kandy,822,3.75,16,933,9,July,228000
453,Transport,Musical,Harispattuwa,648,3.08,8,768,2,August,116800
454,Venue,Musical,Kandy,838,4.12,7,535,9,July,341500
455,Photography,Birthday,Kadugannawa,205,4.49,7,150,5,April,81300
456,Venue,Musical,Pilimathalawa,318,3.49,4,316,6,December,840100
457,Sound,Wedding,Digana,38,3.1,11,485,7,July,37800
458,Makeup,Exhibition,Gelioya,49,3.39,4,957,7,June,42100
459,Makeup,Cultural,Yatinuwara,634,3.18,5,326,5,September,67800
460,Transport,Birthday,Kadugannawa,103,4.32,20,75,2,March,97300
461,Photography,Cultural,Peradeniya,158,4.29,10,898,11,January,129300
462,Photography,Wedding,Anniewatta,940,4.84,9,679,8,April,156900
463,Venue,Corporate,Ampitiya,823,4.32,9,717,11,August,296300
464,Lighting,Exhibition,Kadugannawa,520,4.75,4,804,8,July,122800
465,Decoration,Exhibition,Pilimathalawa,282,4.02,13,715,4,August,113100
466,Lighting,Musical,Kandy,936,3.54,8,834,10,March,201000
467,Decoration,Musical,Pilimathalawa,501,3.84,19,55,9,October,155700
468,Transport,Sports,Gampola,69,4.26,18,207,3,May,63500
469,Transport,Cultural,Peradeniya,346,3.03,11,683,9,November,68000
470,Decoration,Cultural,Gelioya,122,3.62,13,952,11,October,103200
471,Sound,Cultural,Kadugannawa,353,3.28,9,574,11,March,99400
472,Transport,Birthday,Peradeniya,145,3.94,18,657,6,June,94400
473,Sound,Cultural,Tennekumbura,492,3.38,7,190,5,August,60200
474,Lighting,Musical,Digana,989,4.24,11,90,8,June,149900
475,Decoration,Sports,Harispattuwa,447,3.38,14,258,2,November,164900
476,Catering,Musical,Kurunegala Road,49,3.68,10,888,11,July,282500
477,Photography,Birthday,Wattegama,320,3.68,7,160,8,October,155900
478,Florist,Sports,Digana,922,4.74,5,43,7,April,158300
479,Security,Musical,Peradeniya,377,4.49,13,879,5,October,93400
480,Makeup,Corporate,Madawala,944,3.95,5,592,7,September,101700
481,Photography,Corporate,Ampitiya,413,3.24,6,639,11,May,95900
482,Security,Corporate,Peradeniya,187,3.75,17,441,7,April,100500
483,Security,Wedding,Digana,141,3.54,17,460,11,March,100300
484,Decoration,Wedding,Kadugannawa,544,3.64,11,756,11,October,176700
485,Makeup,Sports,Kadugannawa,820,3.27,5,109,5,February,120600
486,Decoration,Cultural,Kandy,513,4.89,14,874,3,August,119300
487,Venue,Birthday,Peradeniya,30,4.94,13,575,8,June,893100
488,Transport,Sports,Gelioya,621,3.23,9,125,6,October,129000
489,Security,Musical,Tennekumbura,525,3.98,6,107,11,September,98200
490,Venue,Cultural,Gelioya,966,3.1,1,155,4,May,928000
491,Photography,Sports,Ampitiya,955,3.63,10,363,4,May,203700
492,Music,Exhibition,Kadugannawa,434,4.06,3,500,12,August,131600
493,Decoration,Musical,Kandy,727,3.8,8,370,8,March,149200
494,Transport,Wedding,Pilimathalawa,441,3.92,11,399,3,January,130800
495,Photography,Sports,Yatinuwara,125,3.2,1,517,2,October,123700
496,Florist,Cultural,Kurunegala Road,806,3.73,9,754,3,September,108300
497,Transport,Corporate,Harispattuwa,377,3.58,10,307,8,April,129000
498,Music,Birthday,Katugastota,177,4.6,8,690,10,January,133400
499,Photography,Corporate,Digana,253,3.4,11,887,6,June,121400
500,Catering,Exhibition,Gelioya,409,4.65,2,958,2,December,278100
501,Florist,Cultural,Kandy,977,3.45,10,625,3,May,119700
502,Sound,Wedding,Anniewatta,84,3.12,14,554,2,April,100300
503,Florist,Birthday,Kandy,453,3.69,4,834,5,May,80200
504,Lighting,Exhibition,Katugastota,712,3.66,9,666,12,June,100400
505,Photography,Wedding,Kurunegala Road,227,4.03,11,815,7,March,216500
506,Decoration,Birthday,Peradeniya,370,3.86,10,342,12,August,129600
507,Lighting,Cultural,Yatinuwara,718,4.12,11,895,3,March,154800
508,Music,Musical,Akurana,704,3.17,5,882,4,May,120000
509,Sound,Wedding,Harispattuwa,79,4.58,17,159,7,June,86500
510,Security,Sports,Gampola,700,3.78,11,868,12,May,99000
511,Music,Cultural,Kadugannawa,324,3.21,16,901,11,March,83900
512,Music,Cultural,Pilimathalawa,167,4.25,9,433,11,May,142200
513,Lighting,Sports,Anniewatta,962,4.57,18,897,12,July,156100
514,Music,Cultural,Yatinuwara,179,4.99,20,500,2,May,86400
515,Photography,Corporate,Anniewatta,471,4.53,18,92,4,November,194500
516,Makeup,Musical,Digana,921,3.28,10,627,2,December,141500
517,Decoration,Exhibition,Katugastota,377,4.4,20,967,2,November,120700
518,Decoration,Corporate,Harispattuwa,31,4.03,2,267,8,November,56300
519,Florist,Birthday,Anniewatta,930,4.32,15,260,11,December,121500
520,Decoration,Corporate,Ampitiya,96,4.59,12,660,5,February,158300
521,Decoration,Musical,Tennekumbura,115,4.11,11,918,9,March,164100
522,Music,Birthday,Kadugannawa,937,3.48,7,391,9,March,150200
523,Security,Sports,Katugastota,233,4,2,32,4,November,77500
524,Florist,Birthday,Wattegama,782,3.21,14,635,2,February,135400
525,Sound,Sports,Peradeniya,110,4.55,7,250,7,July,140700
526,Catering,Corporate,Yatinuwara,573,3.36,4,56,4,May,340800
527,Decoration,Cultural,Akurana,660,3.72,16,849,4,November,207400
528,Makeup,Wedding,Akurana,333,4.65,9,193,3,December,72700
529,Decoration,Corporate,Kadugannawa,211,3.27,9,382,9,January,116700
530,Venue,Corporate,Tennekumbura,269,3.17,9,667,7,December,397200
531,Venue,Cultural,Tennekumbura,414,3.8,18,424,10,February,508200
532,Sound,Wedding,Kadugannawa,465,3.39,19,366,4,December,166100
533,Makeup,Cultural,Akurana,860,4.88,11,509,6,February,152600
534,Sound,Corporate,Digana,597,3.38,9,904,9,December,99900
535,Makeup,Birthday,Anniewatta,640,3.05,6,503,4,December,94100
536,Transport,Birthday,Digana,538,3.29,7,371,7,January,134900
537,Photography,Exhibition,Katugastota,824,3.42,3,95,4,September,190500
538,Music,Sports,Kurunegala Road,340,3.22,17,728,8,October,103500
539,Venue,Cultural,Peradeniya,356,3.77,11,860,8,January,680800
540,Lighting,Corporate,Yatinuwara,857,3.88,8,755,4,November,115200
541,Decoration,Sports,Digana,119,3.02,3,420,8,October,102700
542,Florist,Musical,Tennekumbura,527,3.82,2,48,3,December,88000
543,Lighting,Sports,Anniewatta,836,4.57,18,608,3,February,149700
544,Security,Sports,Peradeniya,83,3.67,4,140,9,May,92700
545,Lighting,Exhibition,Katugastota,244,4.37,1,13,3,May,115400
546,Music,Birthday,Katugastota,237,4.77,7,786,11,March,117300
547,Photography,Cultural,Kurunegala Road,761,3.21,2,510,10,November,139000
548,Makeup,Cultural,Digana,27,3.31,1,889,12,April,49900
549,Decoration,Cultural,Akurana,435,3.64,12,40,5,September,190300
550,Makeup,Birthday,Gampola,167,3.6,7,916,6,December,78900
551,Venue,Birthday,Harispattuwa,219,4.51,17,279,7,September,400600
552,Lighting,Musical,Akurana,252,3.71,8,356,3,July,50600
553,Florist,Wedding,Gampola,613,3.25,11,130,10,October,96200
554,Makeup,Sports,Katugastota,648,3,9,162,11,November,124600
555,Security,Corporate,Kandy,551,4.71,11,486,5,May,80500
556,Music,Cultural,Wattegama,862,4.67,15,344,7,January,165400
557,Transport,Musical,Akurana,562,4.38,13,564,11,September,104700
558,Sound,Musical,Gampola,161,4.56,2,630,8,September,106500
559,Sound,Birthday,Kadugannawa,813,3.06,19,196,12,January,185900
560,Florist,Birthday,Digana,644,3.5,1,780,12,October,81300
561,Transport,Cultural,Gampola,662,4.32,11,44,8,March,66300
562,Florist,Wedding,Digana,741,4.66,13,925,11,May,110300
563,Lighting,Sports,Yatinuwara,377,4.67,8,867,7,July,121600
564,Catering,Corporate,Kadugannawa,791,3.95,18,411,9,January,225700
565,Lighting,Musical,Ampitiya,284,4.93,13,436,5,February,151000
566,Makeup,Musical,Digana,994,4.92,4,851,7,December,114900
567,Transport,Exhibition,Akurana,673,3.9,9,173,12,July,115800
568,Lighting,Cultural,Gelioya,919,4.53,10,177,9,December,199600
569,Lighting,Sports,Harispattuwa,150,3.98,2,466,2,June,82900
570,Makeup,Corporate,Gampola,826,3.26,2,405,2,September,110500
571,Sound,Cultural,Tennekumbura,583,3.41,11,492,12,February,176600
572,Photography,Exhibition,Kadugannawa,765,3.64,16,811,2,May,104400
573,Security,Corporate,Pilimathalawa,973,3.55,15,308,7,April,170100
574,Sound,Musical,Kandy,606,3.82,17,185,12,April,106700
575,Catering,Sports,Digana,279,3.92,8,498,11,October,230400
576,Decoration,Exhibition,Digana,582,3.1,7,158,3,February,116300
577,Makeup,Sports,Digana,556,4.27,7,388,11,September,146700
578,Lighting,Sports,Gampola,111,3.6,11,842,4,June,101200
579,Decoration,Corporate,Yatinuwara,345,4.51,6,388,4,January,103000
580,Florist,Wedding,Anniewatta,653,3.39,14,589,11,December,96400
581,Music,Cultural,Anniewatta,41,4.4,16,633,11,October,70600
582,Venue,Exhibition,Pilimathalawa,103,4.64,8,961,2,April,784000
583,Makeup,Cultural,Kadugannawa,775,4.03,8,91,7,December,69300
584,Sound,Birthday,Kadugannawa,418,4.51,17,678,7,October,150100
585,Venue,Corporate,Gampola,755,4.08,6,694,11,September,622600
586,Photography,Birthday,Tennekumbura,74,3.24,8,819,11,February,103600
587,Florist,Exhibition,Digana,236,4.55,19,457,4,October,96500
588,Lighting,Corporate,Harispattuwa,118,3.74,18,442,6,October,80000
589,Transport,Sports,Akurana,924,3.88,11,424,8,March,142900
590,Lighting,Birthday,Gelioya,250,3.75,14,392,3,February,127600
591,Security,Musical,Digana,815,4.56,7,793,2,June,77000
592,Security,Sports,Harispattuwa,536,3.06,20,895,3,April,96200
593,Photography,Birthday,Kurunegala Road,896,3.06,1,756,6,March,206200
594,Venue,Musical,Katugastota,396,4.89,4,361,4,November,884400
595,Florist,Corporate,Harispattuwa,973,3.5,8,854,11,March,182200
596,Transport,Corporate,Madawala,288,3.11,11,765,11,July,49700
597,Florist,Musical,Pilimathalawa,879,4.91,5,628,5,May,158400
598,Transport,Wedding,Ampitiya,704,4.98,10,956,6,November,152500
599,Venue,Corporate,Yatinuwara,508,4.01,9,513,6,August,440800
600,Decoration,Corporate,Kandy,636,4.52,14,447,8,October,136100
601,Makeup,Musical,Peradeniya,573,4.78,8,645,11,February,115400
602,Catering,Wedding,Gelioya,64,3.23,13,191,10,March,163400
603,Transport,Sports,Tennekumbura,517,3.26,6,928,2,May,108800
604,Sound,Birthday,Katugastota,807,3.22,13,79,2,March,140100
605,Makeup,Birthday,Gampola,397,3.9,18,839,5,February,70000
606,Photography,Corporate,Harispattuwa,705,4.44,13,102,11,August,112000
607,Catering,Corporate,Katugastota,303,3.91,18,696,6,January,97600
608,Lighting,Sports,Katugastota,42,3.45,14,965,11,June,68000
609,Catering,Wedding,Madawala,743,3.07,17,967,11,July,263500
610,Catering,Birthday,Katugastota,542,4.31,19,588,3,January,318700
611,Sound,Birthday,Gelioya,159,3.89,14,610,5,March,143700
612,Catering,Birthday,Kandy,987,3.57,15,12,8,June,265200
613,Decoration,Wedding,Madawala,820,3.25,15,231,3,August,201100
614,Venue,Wedding,Harispattuwa,960,4.52,6,254,11,July,870000
615,Makeup,Sports,Tennekumbura,594,4.63,9,111,5,January,57400
616,Venue,Musical,Anniewatta,178,3.04,13,632,4,August,927100
617,Photography,Corporate,Tennekumbura,715,4.89,10,54,7,July,121300
618,Lighting,Wedding,Kadugannawa,534,3.08,1,654,5,April,50300
619,Music,Musical,Kurunegala Road,92,3.13,11,468,10,November,56600
620,Venue,Corporate,Madawala,579,3.27,4,480,11,February,736500
621,Makeup,Wedding,Kurunegala Road,176,4.52,15,430,2,February,50800
622,Florist,Sports,Tennekumbura,320,4.11,8,221,12,November,92500
623,Venue,Birthday,Kadugannawa,324,3.61,19,815,10,December,539500
624,Security,Exhibition,Tennekumbura,795,4.39,13,733,7,April,150900
625,Transport,Wedding,Peradeniya,901,3.85,6,546,4,November,145500
626,Music,Cultural,Digana,467,4.1,20,685,9,April,90200
627,Sound,Birthday,Madawala,360,4.69,11,966,11,June,64000
628,Security,Musical,Kurunegala Road,856,3.82,14,12,11,July,138600
629,Music,Cultural,Madawala,689,3.71,8,747,7,December,128300
630,Transport,Exhibition,Wattegama,788,4.68,20,749,7,December,147100
631,Music,Corporate,Ampitiya,755,4.9,17,168,8,March,199500
632,Music,Cultural,Katugastota,85,3.5,5,517,7,September,93400
633,Lighting,Cultural,Tennekumbura,469,3.59,15,281,8,October,55400
634,Security,Sports,Katugastota,174,3.88,17,723,5,December,84600
635,Florist,Corporate,Kurunegala Road,375,3.74,10,125,8,September,62700
636,Photography,Sports,Anniewatta,705,3.84,9,751,4,November,181500
637,Security,Musical,Yatinuwara,302,3.93,6,689,5,April,110800
638,Lighting,Wedding,Madawala,253,4.14,16,275,10,April,102200
639,Music,Corporate,Harispattuwa,774,3.6,20,251,9,July,117500
640,Transport,Birthday,Kandy,891,3.07,8,986,6,September,150200
641,Security,Birthday,Kandy,819,3.58,16,972,4,August,96200
642,Transport,Wedding,Katugastota,704,3.32,15,769,6,January,105800
643,Catering,Cultural,Yatinuwara,789,4.03,15,442,6,June,298600
644,Security,Corporate,Tennekumbura,962,4.69,5,320,6,September,167100
645,Florist,Wedding,Peradeniya,939,4.18,10,360,9,November,123800
646,Florist,Exhibition,Pilimathalawa,63,4.17,6,973,3,November,31300
647,Photography,Musical,Gampola,996,4.18,17,882,5,June,190900
648,Makeup,Wedding,Ampitiya,880,3.44,19,577,7,April,126400
649,Sound,Musical,Kadugannawa,406,3.35,14,561,11,December,82200
650,Makeup,Wedding,Gampola,496,3.12,5,409,7,July,66700
651,Sound,Sports,Wattegama,67,4.38,18,228,12,September,100600
652,Florist,Cultural,Gelioya,315,4.13,17,315,2,October,74100
653,Lighting,Exhibition,Anniewatta,579,4.35,12,789,7,November,163300
654,Music,Cultural,Anniewatta,346,3.45,3,863,8,September,65900
655,Makeup,Sports,Kandy,44,4.05,7,38,4,November,24300
656,Sound,Exhibition,Kurunegala Road,603,4.39,11,838,3,February,125500
657,Music,Cultural,Gelioya,945,3.91,1,768,4,February,104000
658,Catering,Corporate,Pilimathalawa,149,3.42,15,488,11,July,276500
659,Music,Wedding,Kurunegala Road,743,4.06,19,853,2,January,160400
660,Lighting,Birthday,Peradeniya,333,3.07,8,498,9,October,105200
661,Decoration,Musical,Peradeniya,764,3.5,11,150,8,February,194500
662,Lighting,Sports,Gampola,507,4.67,7,683,7,May,68100
663,Venue,Wedding,Katugastota,894,4.61,15,215,11,September,878900
664,Transport,Corporate,Akurana,963,3.42,10,111,12,August,159300
665,Lighting,Sports,Ampitiya,153,3.77,18,135,3,January,109100
666,Lighting,Cultural,Digana,978,3.92,12,585,4,July,150200
667,Music,Exhibition,Wattegama,961,4.54,6,975,4,July,104900
668,Security,Corporate,Gelioya,757,4.76,17,356,5,April,141900
669,Sound,Cultural,Peradeniya,92,4.37,13,553,8,March,135900
670,Decoration,Sports,Harispattuwa,468,4.47,18,983,6,July,162000
671,Transport,Musical,Gampola,590,4.12,5,205,4,July,49800
672,Catering,Birthday,Madawala,562,4.82,2,142,7,June,258600
673,Venue,Musical,Digana,896,3.09,20,401,3,June,195000
674,Transport,Sports,Anniewatta,662,3.45,15,79,12,March,112000
675,Music,Cultural,Gelioya,469,4.42,8,891,3,May,103000
676,Photography,Birthday,Kadugannawa,814,3,6,620,11,March,240700
677,Transport,Musical,Kurunegala Road,910,3.53,20,116,8,April,189800
678,Florist,Exhibition,Yatinuwara,827,3.88,3,80,2,January,169900
679,Sound,Birthday,Peradeniya,130,4.94,18,36,8,May,52500
680,Makeup,Birthday,Akurana,662,3.82,19,978,6,April,106100
681,Venue,Wedding,Kadugannawa,659,3.62,14,708,11,May,679700
682,Security,Birthday,Digana,162,3.65,5,172,9,May,88000
683,Transport,Corporate,Gelioya,195,3.07,14,477,10,July,52300
684,Transport,Sports,Digana,474,4.8,8,957,7,March,137800
685,Venue,Wedding,Katugastota,99,4.56,4,266,6,April,372300
686,Venue,Cultural,Harispattuwa,476,4.32,13,626,5,June,547500
687,Transport,Corporate,Gampola,498,4.81,15,969,7,December,137200
688,Catering,Birthday,Akurana,890,4.44,9,220,7,September,158600
689,Decoration,Musical,Akurana,181,4.31,6,159,8,April,83900
690,Transport,Wedding,Kurunegala Road,287,3.61,20,344,5,December,47100
691,Lighting,Birthday,Kandy,344,4.37,2,705,4,March,94300
692,Sound,Birthday,Gampola,574,4.11,1,18,5,November,140300
693,Decoration,Cultural,Gampola,934,3.88,5,428,11,September,198600
694,Catering,Birthday,Yatinuwara,204,3.07,3,347,10,December,218100
695,Makeup,Cultural,Yatinuwara,840,3.65,14,501,8,October,110100
696,Lighting,Musical,Kandy,220,4.9,8,394,7,August,44300
697,Florist,Sports,Pilimathalawa,471,4.18,6,987,4,September,62000
698,Photography,Wedding,Kandy,275,4.78,19,590,8,March,124500
699,Makeup,Wedding,Gampola,980,3.54,20,986,3,June,123700
700,Florist,Musical,Anniewatta,478,4.43,4,821,3,March,58500
701,Music,Corporate,Peradeniya,913,4.02,9,975,10,November,159300
702,Florist,Cultural,Madawala,173,4.29,19,430,2,August,41900
703,Venue,Sports,Gelioya,521,4.57,10,659,12,June,168600
704,Photography,Cultural,Ampitiya,662,4.45,12,45,9,February,181700
