event_name,category,date,start_time,venue,address,organizer,description,price,capacity,latitude,longitude,rating,rating_count,traffic_score,tags
Annual Cultural Show in Kandy,Food Event,19-Jun-24,17:45,Kandy Municipal Grounds,"185 Garden Avenue, Kandy",Lanka Events Co.,An informative session with expert speakers and networking opportunities.,0,250,7.30093,80.612416,4.8,5,28,"family,free,indoor"
Open Job Fair in Kandy,Sports Event,6-Nov-24,13:45,Kandy Lakefront Hall,"168 Market Lane, Kandy",Kandy Music Circle,An informative session with expert speakers and networking opportunities.,2000,400,7.267005,80.643435,4,391,46.29,"tickets_required,professional,family"
Local Handicraft Market in Kandy,Food Event,2-Jun-23,7:00,Kandy City Centre Auditorium,"162 Lake Road, Kandy",Festival Lanka,Hands-on workshop suitable for beginners and professionals.,0,400,7.245437,80.600572,4.1,189,41.14,free
Weekly Art Fair in Kandy,Music Event,16-Jul-24,15:00,Kandy Town Hall,"28 Temple Road, Kandy",Sri Lanka Conference Org,"Live performances, food stalls, and family activities.",750,250,7.281951,80.606868,3.7,3,33.43,"professional,registration"
Open Cricket Match in Kandy,Education,1-Nov-26,8:00,Kandy Regency Hotel,"97 Hill Street, Kandy",Lanka Events Co.,A community-focused event bringing together locals and visitors.,200,400,7.27808,80.634572,4.1,128,40.29,"free,outdoor,registration"
Weekly Yoga Session in Kandy,Sports Event,2-Jun-23,14:00,Kandy City Centre Auditorium,"5 Lake Road, Kandy",Mahaweli Event Planners,An informative session with expert speakers and networking opportunities.,1500,75,7.286963,80.642658,5,3,32.57,"student,tickets_required,kids"
Annual Cricket Match in Kandy,Market,12-Nov-26,8:30,Kandy Lakefront Hall,"60 Peradeniya Road, Kandy",Kandy Youth Network,Hands-on workshop suitable for beginners and professionals.,1500,250,7.246081,80.632362,4.3,4,25.43,kids
Weekly Food Festival in Kandy,Business Expo,14-Apr-26,18:00,University of Peradeniya Lecture Theatre,"183 Temple Road, Kandy",Kandy Tourism Board,A community-focused event bringing together locals and visitors.,300,300,7.246563,80.600795,5,3,32.57,indoor
Open Job Fair in Kandy,Cultural Festival,29-Sep-23,8:15,Kandy Sports Complex,"143 Hill Street, Kandy",University of Peradeniya,"Live performances, food stalls, and family activities.",200,750,7.272644,80.591838,4.8,327,36,"student,paid"
Community Business Meetup in Kandy,Networking,4-Nov-26,18:15,Ramada Kandy Banquet,"69 Garden Avenue, Kandy",Kandy Municipal Council,"Live performances, food stalls, and family activities.",0,200,7.251675,80.601705,4.3,148,48.71,networking
Open Yoga Session in Kandy,Networking,8-Aug-23,10:30,Kandy Cultural Centre,"159 Garden Avenue, Kandy",Kandy Foodies Club,"Live performances, food stalls, and family activities.",300,200,7.304326,80.613068,4.5,4,29.33,student
Weekly Cultural Show in Kandy,Sports Event,11-May-24,16:45,Kandy Art Gallery,"101 Main Street, Kandy",Local Artists Collective,An informative session with expert speakers and networking opportunities.,300,1000,7.249111,80.62947,5,46,35.86,"indoor,paid"
Monthly Art Fair in Kandy,Academic Seminar,21-Jul-26,15:15,Kandy Art Gallery,"184 Garden Avenue, Kandy",Kandy Municipal Council,Hands-on workshop suitable for beginners and professionals.,2000,750,7.303126,80.595178,5,36,31.57,"free,kids,tickets_required"
Grand Startup Pitch in Kandy,Business Conference,23-Sep-26,17:15,Kandy Regency Hotel,"174 Market Lane, Kandy",Kandy Tourism Board,An informative session with expert speakers and networking opportunities.,1500,75,7.271969,80.642688,4,445,29.29,"tickets_required,networking,outdoor"
Annual Film Night in Kandy,Cultural Festival,23-Oct-26,22:15,Pallekele International Cricket Stadium,"27 Main Street, Kandy",Kandy Foodies Club,Hands-on workshop suitable for beginners and professionals.,0,100,7.273278,80.657321,4.5,45,43.57,tickets_required
Community Music Night in Kandy,Cultural Festival,16-Jun-25,20:30,Kandy Art Gallery,"182 Temple Road, Kandy",University of Peradeniya,An outdoor celebration showcasing local culture and crafts.,0,100,7.241807,80.614015,5,1,24.86,kids
Open Music Night in Kandy,Theatre,9-Apr-25,11:15,Kandy Regency Hotel,"189 Hill Street, Kandy",Kandy Youth Network,An outdoor celebration showcasing local culture and crafts.,100,150,7.310648,80.62147,4.5,1335,47.14,tickets_required
Grand Startup Pitch in Kandy,Cultural Festival,26-Jul-25,9:30,Temple of the Tooth Grounds,"81 Hill Street, Kandy",Kandy Music Circle,An outdoor celebration showcasing local culture and crafts.,0,250,7.271091,80.617478,5,1,21.14,"paid,family,kids"
Open Book Reading in Kandy,Religious,10-Jan-24,17:15,Nawaloka Hall,"36 Hill Street, Kandy",University of Peradeniya,An informative session with expert speakers and networking opportunities.,300,500,7.270697,80.603003,4.8,13,27.86,kids
Local Handicraft Market in Kandy,Networking,5-Jan-25,6:45,Kandy City Centre Auditorium,"99 Hill Street, Kandy",Festival Lanka,An outdoor celebration showcasing local culture and crafts.,1500,400,7.280435,80.624648,3.9,98,37,outdoor
Grand Coding Workshop in Kandy,Music Event,6-Jan-26,15:15,Kandy Sports Complex,"198 Peradeniya Road, Kandy",Kandy Music Circle,An outdoor celebration showcasing local culture and crafts.,750,500,7.279625,80.625756,4.4,10,14.71,student
Weekly Handicraft Market in Kandy,Education,8-Mar-23,20:30,Kandy Regency Hotel,"23 Garden Avenue, Kandy",Lanka Events Co.,An outdoor celebration showcasing local culture and crafts.,500,750,7.309223,80.598217,3.9,482,21.57,outdoor
Monthly Business Meetup in Kandy,Market,19-Dec-24,14:15,Kandy City Centre Auditorium,"75 Hill Street, Kandy",Local Artists Collective,An informative session with expert speakers and networking opportunities.,200,100,7.261387,80.650061,5,1,30.57,"family,outdoor,networking"
Grand Startup Pitch in Kandy,Art & Craft,16-Oct-26,18:45,Kandy Regency Hotel,"69 Market Lane, Kandy",Kandy Youth Network,Hands-on workshop suitable for beginners and professionals.,200,300,7.273138,80.621639,4.5,2,22.71,"kids,registration"
Local Cricket Match in Kandy,Art & Craft,27-Jul-25,17:00,Bogambara Stadium,"55 Garden Avenue, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,300,750,7.261483,80.647984,4.5,47,47.14,networking
Open Food Festival in Kandy,Music Event,20-Nov-23,20:45,Peradeniya Botanical Gardens Lawn,"177 Lake Road, Kandy",Mahaweli Event Planners,"Live performances, food stalls, and family activities.",750,75,7.310572,80.611131,4.7,66,40,"networking,family,free"
Monthly Tech Summit in Kandy,Academic Seminar,3-Dec-26,13:45,Nawaloka Hall,"1 Lake Road, Kandy",Heritage Kandy,"Live performances, food stalls, and family activities.",0,1000,7.278145,80.599289,5,10,27,student
Community Yoga Session in Kandy,Theatre,23-Feb-25,8:00,Bogambara Stadium,"77 Lake Road, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,300,75,7.270618,80.646936,5,1,24.43,"outdoor,family"
Weekly Tech Summit in Kandy,Networking,20-Mar-24,8:00,Local Community Hall,"151 Market Lane, Kandy",Festival Lanka,An outdoor celebration showcasing local culture and crafts.,300,150,7.270723,80.657427,5,1,35.86,"registration,networking,indoor"
Community Startup Pitch in Kandy,Art & Craft,26-Nov-25,22:15,Nawaloka Hall,"14 Peradeniya Road, Kandy",Kandy Music Circle,A community-focused event bringing together locals and visitors.,200,150,7.311833,80.656827,5,20,31.14,"kids,family"
Annual Book Reading in Kandy,Art & Craft,18-Jan-25,11:45,Riverbank Event Space,"18 Temple Road, Kandy",Peradeniya Botanical Events,Hands-on workshop suitable for beginners and professionals.,0,300,7.260975,80.592788,4.9,18,27.71,"student,paid"
Grand Yoga Session in Kandy,Sports Event,11-Jun-23,22:15,Bogambara Stadium,"101 Hill Street, Kandy",Lanka Events Co.,An informative session with expert speakers and networking opportunities.,200,200,7.290744,80.648417,5,3,33,student
Monthly Art Fair in Kandy,Theatre,26-Sep-26,11:00,Kandy City Centre Auditorium,"180 Temple Road, Kandy",Lanka Events Co.,A community-focused event bringing together locals and visitors.,750,100,7.253107,80.656711,5,2,16.71,kids
Grand Yoga Session in Kandy,Sports Event,22-Jun-24,8:45,Ramada Kandy Banquet,"15 Garden Avenue, Kandy",University of Peradeniya,A community-focused event bringing together locals and visitors.,0,75,7.308749,80.601682,4.9,36,36.57,free
Grand Cultural Show in Kandy,Music Event,23-Feb-25,10:15,Kandy Art Gallery,"183 Market Lane, Kandy",Kandy Sports Association,"Live performances, food stalls, and family activities.",0,250,7.292456,80.605716,5,24,25.86,tickets_required
Open Handicraft Market in Kandy,Educational Workshop,22-Nov-25,7:45,Kandy Regency Hotel,"73 Peradeniya Road, Kandy",Kandy Youth Network,"Live performances, food stalls, and family activities.",100,250,7.307588,80.612911,5,8,51.57,"registration,outdoor,professional"
Open Music Night in Kandy,Networking,5-Feb-24,13:15,Kandy Art Gallery,"60 Hill Street, Kandy",Kandy Youth Network,An informative session with expert speakers and networking opportunities.,1000,50,7.267714,80.64877,5,1,22.14,"outdoor,student,professional"
Open Coding Workshop in Kandy,Educational Workshop,31-Mar-23,13:45,Kandy Sports Complex,"22 Hill Street, Kandy",University of Peradeniya,An informative session with expert speakers and networking opportunities.,200,750,7.247646,80.599346,5,5,25,"indoor,kids"
Local Art Fair in Kandy,Education,16-Jul-25,14:15,Temple of the Tooth Grounds,"200 Peradeniya Road, Kandy",Kandy Sports Association,An outdoor celebration showcasing local culture and crafts.,0,400,7.286777,80.600879,4.5,25,24.86,"outdoor,professional"
Weekly Coding Workshop in Kandy,Theatre,3-Sep-23,8:15,Kandy Sports Complex,"179 Hill Street, Kandy",Festival Lanka,A community-focused event bringing together locals and visitors.,200,150,7.243226,80.648515,4.9,7,45,"indoor,networking,family"
Annual Cultural Show in Kandy,Business Expo,31-Jan-26,13:00,Local Community Hall,"36 Temple Road, Kandy",Sri Lanka Conference Org,An outdoor celebration showcasing local culture and crafts.,300,150,7.240957,80.648126,5,2,30.86,"indoor,paid,free"
Annual Film Night in Kandy,Religious,21-Sep-23,8:30,Local Community Hall,"13 Lake Road, Kandy",Kandy Youth Network,"Live performances, food stalls, and family activities.",2000,50,7.313931,80.620321,3.7,7,50.29,family
Open Cricket Match in Kandy,Sports Event,1-Nov-23,7:15,Local Community Hall,"141 Garden Avenue, Kandy",Mahaweli Event Planners,A community-focused event bringing together locals and visitors.,0,150,7.244878,80.609584,5,2,24.83,"kids,professional"
Annual Yoga Session in Kandy,Cultural Festival,20-Oct-24,18:30,Riverbank Event Space,"153 Lake Road, Kandy",Sri Lanka Conference Org,An informative session with expert speakers and networking opportunities.,0,400,7.242344,80.646748,4.4,50,17.29,paid
Community Handicraft Market in Kandy,Academic Seminar,28-Dec-25,7:15,Kandy Regency Hotel,"45 Lake Road, Kandy",Lanka Events Co.,An outdoor celebration showcasing local culture and crafts.,1000,750,7.258924,80.61226,5,1,25.14,registration
Annual Music Night in Kandy,Art & Craft,24-Sep-24,11:45,Kandy Art Gallery,"60 Hill Street, Kandy",Sri Lanka Conference Org,An informative session with expert speakers and networking opportunities.,0,750,7.257505,80.626851,4.9,31,31.29,"free,networking"
Community Coding Workshop in Kandy,Networking,16-Aug-23,22:30,Kandy Lakefront Hall,"170 Garden Avenue, Kandy",Kandy Youth Network,An outdoor celebration showcasing local culture and crafts.,300,300,7.286881,80.613559,3.9,436,33.71,"registration,kids,outdoor"
Monthly Music Night in Kandy,Business Expo,11-Nov-26,15:15,Nawaloka Hall,"180 Hill Street, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,100,100,7.271328,80.6596,5,1,34.86,"family,kids"
Annual Business Meetup in Kandy,Religious,10-Dec-23,8:30,Kandy Municipal Grounds,"54 Lake Road, Kandy",Kandy Sports Association,An informative session with expert speakers and networking opportunities.,100,50,7.295454,80.614534,5,1,24.14,"professional,student"
Annual Cultural Show in Kandy,Food Event,8-Sep-25,13:15,Pallekele International Cricket Stadium,"9 Main Street, Kandy",University of Peradeniya,A community-focused event bringing together locals and visitors.,0,250,7.241606,80.608279,5,4,31.29,"paid,kids,professional"
Community Food Festival in Kandy,Business Expo,8-Jun-25,11:00,University of Peradeniya Lecture Theatre,"49 Garden Avenue, Kandy",Local Artists Collective,A community-focused event bringing together locals and visitors.,750,1000,7.295776,80.640543,5,6,29.86,student
Weekly Startup Pitch in Kandy,Educational Workshop,8-Jan-23,19:00,Kandy City Centre Auditorium,"161 Hill Street, Kandy",Kandy Sports Association,A community-focused event bringing together locals and visitors.,0,1000,7.278426,80.596789,5,1,26,"student,professional"
Open Yoga Session in Kandy,Film Screening,7-Aug-26,18:15,Kandy Sports Complex,"48 Garden Avenue, Kandy",University of Peradeniya,A community-focused event bringing together locals and visitors.,0,200,7.243569,80.620782,5,11,23.83,"kids,tickets_required,student"
Grand Food Festival in Kandy,Food Event,3-Mar-25,22:45,Kandy City Centre Auditorium,"122 Main Street, Kandy",Festival Lanka,An informative session with expert speakers and networking opportunities.,300,75,7.246316,80.653194,5,3,26.43,family
Community Coding Workshop in Kandy,Business Expo,10-Jun-25,12:15,Bogambara Stadium,"18 Temple Road, Kandy",Kandy Tourism Board,An outdoor celebration showcasing local culture and crafts.,750,500,7.271048,80.617815,4.1,5170,25.29,"paid,student"
Weekly Business Meetup in Kandy,Educational Workshop,8-Apr-26,9:00,Riverbank Event Space,"138 Main Street, Kandy",Local Artists Collective,An informative session with expert speakers and networking opportunities.,2000,50,7.310231,80.60849,4.5,4,35.14,"registration,student,free"
Community Music Night in Kandy,Film Screening,1-May-24,7:45,Temple of the Tooth Grounds,"87 Peradeniya Road, Kandy",Heritage Kandy,"Live performances, food stalls, and family activities.",200,150,7.303492,80.611766,4,10,36.71,"student,registration"
Grand Cultural Show in Kandy,Religious,13-Apr-25,21:30,Local Community Hall,"41 Temple Road, Kandy",Kandy Music Circle,An informative session with expert speakers and networking opportunities.,0,500,7.26489,80.625476,4.7,12,28,outdoor
Weekly Film Night in Kandy,Theatre,8-Jan-25,12:30,Kandy City Centre Auditorium,"130 Garden Avenue, Kandy",Mahaweli Event Planners,Hands-on workshop suitable for beginners and professionals.,0,250,7.290833,80.598671,5,3,29.14,"tickets_required,kids,registration"
Open Music Night in Kandy,Art & Craft,11-Nov-26,8:30,Kandy Sports Complex,"42 Peradeniya Road, Kandy",Heritage Kandy,An outdoor celebration showcasing local culture and crafts.,500,1000,7.285781,80.657544,4.6,31,39.14,networking
Grand Cultural Show in Kandy,Theatre,21-Dec-23,6:15,Kandy Lakefront Hall,"79 Market Lane, Kandy",Kandy Tourism Board,Hands-on workshop suitable for beginners and professionals.,1500,250,7.317362,80.634992,4,619,33.71,"networking,tickets_required"
Monthly Tech Summit in Kandy,Networking,13-Nov-25,17:30,Peradeniya Botanical Gardens Lawn,"124 Temple Road, Kandy",Kandy Cultural Society,An outdoor celebration showcasing local culture and crafts.,750,200,7.266903,80.609354,4.6,11,32.57,free
Community Cricket Match in Kandy,Academic Seminar,14-Oct-23,6:45,Temple of the Tooth Grounds,"104 Garden Avenue, Kandy",Kandy Tourism Board,"Live performances, food stalls, and family activities.",500,250,7.298939,80.630812,5,1,26.71,"indoor,family,tickets_required"
Monthly Tech Summit in Kandy,Sports Event,20-Sep-23,14:15,Peradeniya Botanical Gardens Lawn,"57 Main Street, Kandy",Kandy Foodies Club,A community-focused event bringing together locals and visitors.,1000,250,7.257866,80.651,5,11,28.29,"free,registration"
Annual Handicraft Market in Kandy,Theatre,3-Sep-23,18:30,Kandy Cultural Centre,"39 Lake Road, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,2000,100,7.319388,80.613987,5,2,21.43,"networking,family"
